yas;yipranma;is_seyahati;gunluk_oran;departman;evden_uzaklik;egitim;egitim_alani;calisan_sayisi;calisan_no;cevre_memnuniyeti;cinsiyet;saatlik_ucret;is_katilimi;meslek_seviyesi;is_rolu;is_memnuniyeti;medeni_hal;aylik_gelir;aylik_oran;kidem;18_ustu;mesai;maas_zam_yuzde;performans_degerlendirmesi;iliski_memnuniyeti;standart_saatler;stok_opsiyon_seviyesi;toplam_calisma_yili;gecen_sene_egitim_sureleri;is_yasam_dengesi;sirkette_yil;mevcut_rolde_yil;son_promosyondan-buyana_gecen_yil;mevcut_yonetici_ile_yil
50;Hayir;Surekli;1246;Insan Kaynaklari;3;3;Tip;1;644;1;Erkek;99;3;5;Yonetici;2;Evli;18200;7999;1;Y;Hayir;11;3;3;80;1;32;2;3;32;5;10;7
25;Hayir;Bazen;622;Satis;13;1;Tip;1;645;2;Erkek;40;3;1;Satis Temsilcisi;3;Evli;2096;26376;1;Y;Hayir;11;3;3;80;0;7;1;3;7;4;0;6
24;Evet;Surekli;1287;Arastirma Gelistirme;7;3;Fen;1;647;1;Kadin;55;3;1;Lobarant;3;Evli;2886;14168;1;Y;Evet;16;3;4;80;1;6;4;3;6;3;1;2
30;Evet;Surekli;448;Satis;12;4;Fen;1;648;2;Erkek;74;2;1;Satis Temsilcisi;1;Evli;2033;14470;1;Y;Hayir;18;3;3;80;1;1;2;4;1;0;0;0
34;Hayir;Bazen;254;Arastirma Gelistirme;1;2;Fen;1;649;2;Erkek;83;2;1;Arastirmaci;4;Evli;3622;22794;1;Y;Evet;13;3;4;80;1;6;3;3;6;5;1;3
31;Evet;Bazen;1365;Satis;13;4;Tip;1;650;2;Erkek;46;3;2;Satis Yoneticisi;1;Bosanmis;4233;11512;2;Y;Hayir;17;3;3;80;0;9;2;1;3;1;1;2
35;Hayir;Bazen;538;Arastirma Gelistirme;25;2;Diger;1;652;1;Erkek;54;2;2;Lobarant;4;Bekar;3681;14004;4;Y;Hayir;14;3;4;80;0;9;3;3;3;2;0;2
31;Hayir;Bazen;525;Satis;6;4;Tip;1;653;1;Erkek;66;4;2;Satis Yoneticisi;4;Bosanmis;5460;6219;4;Y;Hayir;22;4;4;80;2;13;4;4;7;7;5;7
27;Hayir;Bazen;798;Arastirma Gelistirme;6;4;Tip;1;655;1;Kadin;66;2;1;Arastirmaci;3;Bosanmis;2187;5013;0;Y;Hayir;12;3;3;80;2;6;5;2;5;3;0;3
37;Hayir;Bazen;558;Satis;2;3;Pazarlama;1;656;4;Erkek;75;3;2;Satis Yoneticisi;3;Evli;9602;3010;4;Y;Evet;11;3;3;80;1;17;3;2;3;0;1;0
20;Hayir;Bazen;959;Arastirma Gelistirme;1;3;Fen;1;657;4;Kadin;83;2;1;Arastirmaci;2;Bekar;2836;11757;1;Y;Hayir;13;3;4;80;0;1;0;4;1;0;0;0
42;Hayir;Bazen;622;Arastirma Gelistirme;2;4;Fen;1;659;3;Kadin;81;3;2;Saglik IsleriTemsilcisi;4;Evli;4089;5718;1;Y;Hayir;13;3;2;80;2;10;4;3;10;2;2;2
43;Hayir;Bazen;782;Arastirma Gelistirme;6;4;Diger;1;661;2;Erkek;50;2;4;Arastirma Direktoru;4;Bosanmis;16627;2671;4;Y;Evet;14;3;3;80;1;21;3;2;1;0;0;0
38;Hayir;Bazen;362;Arastirma Gelistirme;1;1;Fen;1;662;3;Kadin;43;3;1;Arastirmaci;1;Bekar;2619;14561;3;Y;Hayir;17;3;4;80;0;8;3;2;0;0;0;0
43;Hayir;Surekli;1001;Arastirma Gelistirme;9;5;Tip;1;663;4;Erkek;72;3;2;Lobarant;3;Bosanmis;5679;19627;3;Y;Evet;13;3;2;80;1;10;3;3;8;7;4;7
48;Hayir;Bazen;1236;Arastirma Gelistirme;1;4;Fen;1;664;4;Kadin;40;2;4;Yonetici;1;Evli;15402;17997;7;Y;Hayir;11;3;1;80;1;21;3;1;3;2;0;2
44;Hayir;Bazen;1112;Insan Kaynaklari;1;4;Fen;1;665;1;Kadin;50;2;2;Insan Kaynaklari;3;Bekar;5985;26894;4;Y;Hayir;11;3;2;80;0;10;1;4;2;2;0;2
34;Hayir;Bazen;204;Satis;14;3;Teknik;1;666;3;Kadin;31;3;1;Satis Temsilcisi;3;Bosanmis;2579;2912;1;Y;Evet;18;3;4;80;2;8;3;3;8;2;0;6
27;Evet;Bazen;1420;Satis;2;1;Pazarlama;1;667;3;Erkek;85;3;1;Satis Temsilcisi;1;Bosanmis;3041;16346;0;Y;Hayir;11;3;2;80;1;5;3;3;4;3;0;2
21;Hayir;Bazen;1343;Satis;22;1;Teknik;1;669;3;Erkek;49;3;1;Satis Temsilcisi;3;Bekar;3447;24444;1;Y;Hayir;11;3;3;80;0;3;2;3;3;2;1;2
44;Hayir;Bazen;1315;Arastirma Gelistirme;3;4;Diger;1;671;4;Erkek;35;3;5;Yonetici;4;Evli;19513;9358;4;Y;Evet;12;3;1;80;1;26;2;4;2;2;0;1
22;Hayir;Bazen;604;Arastirma Gelistirme;6;1;Tip;1;675;1;Erkek;69;3;1;Arastirmaci;3;Evli;2773;12145;0;Y;Hayir;20;4;4;80;0;3;3;3;2;2;2;2
33;Hayir;Bazen;1216;Satis;8;4;Pazarlama;1;677;3;Erkek;39;3;2;Satis Yoneticisi;3;Bosanmis;7104;20431;0;Y;Hayir;12;3;4;80;0;6;3;3;5;0;1;2
32;Hayir;Bazen;646;Arastirma Gelistirme;9;4;Fen;1;679;1;Kadin;92;3;2;Arastirmaci;4;Evli;6322;18089;1;Y;Evet;12;3;4;80;1;6;2;2;6;4;0;5
30;Hayir;Surekli;160;Arastirma Gelistirme;3;3;Tip;1;680;3;Kadin;71;3;1;Arastirmaci;3;Bosanmis;2083;22653;1;Y;Hayir;20;4;3;80;1;1;2;3;1;0;0;0
53;Hayir;Bazen;238;Satis;1;1;Tip;1;682;4;Kadin;34;3;2;Satis Yoneticisi;1;Bekar;8381;7507;7;Y;Hayir;20;4;4;80;0;18;2;4;14;7;8;10
34;Hayir;Bazen;1397;Arastirma Gelistirme;1;5;Fen;1;683;2;Erkek;42;3;1;Arastirmaci;4;Evli;2691;7660;1;Y;Hayir;12;3;4;80;1;10;4;2;10;9;8;8
45;Evet;Surekli;306;Satis;26;4;Fen;1;684;1;Kadin;100;3;2;Satis Yoneticisi;1;Evli;4286;5630;2;Y;Hayir;14;3;4;80;2;5;4;3;1;1;0;0
26;Hayir;Bazen;991;Arastirma Gelistirme;6;3;Fen;1;686;3;Kadin;71;3;1;Lobarant;4;Evli;2659;17759;1;Y;Evet;13;3;3;80;1;3;2;3;3;2;0;2
37;Hayir;Bazen;482;Arastirma Gelistirme;3;3;Diger;1;689;3;Erkek;36;3;3;Uretim Direktoru;3;Evli;9434;9606;1;Y;Hayir;15;3;3;80;1;10;2;3;10;7;7;8
29;Hayir;Bazen;1176;Satis;3;2;Tip;1;690;2;Kadin;62;3;2;Satis Yoneticisi;3;Evli;5561;3487;1;Y;Hayir;14;3;1;80;1;6;5;2;6;0;1;2
35;Hayir;Bazen;1017;Arastirma Gelistirme;6;4;Fen;1;691;2;Erkek;82;1;2;Arastirmaci;4;Bekar;6646;19368;1;Y;Hayir;13;3;2;80;0;17;3;3;17;11;11;8
33;Hayir;Surekli;1296;Arastirma Gelistirme;6;3;Fen;1;692;3;Erkek;30;3;2;Saglik IsleriTemsilcisi;4;Bosanmis;7725;5335;3;Y;Hayir;23;4;3;80;1;15;2;1;13;11;4;7
54;Hayir;Bazen;397;Insan Kaynaklari;19;4;Tip;1;698;3;Erkek;88;3;3;Insan Kaynaklari;2;Evli;10725;6729;2;Y;Hayir;15;3;3;80;1;16;1;4;9;7;7;1
36;Hayir;Bazen;913;Arastirma Gelistirme;9;2;Tip;1;699;2;Erkek;48;2;2;Uretim Direktoru;2;Bosanmis;8847;13934;2;Y;Evet;11;3;3;80;1;13;2;3;3;2;0;2
27;Hayir;Bazen;1115;Arastirma Gelistirme;3;4;Tip;1;700;1;Erkek;54;2;1;Arastirmaci;4;Bekar;2045;15174;0;Y;Hayir;13;3;4;80;0;5;0;3;4;2;1;1
20;Evet;Bazen;1362;Arastirma Gelistirme;10;1;Tip;1;701;4;Erkek;32;3;1;Arastirmaci;3;Bekar;1009;26999;1;Y;Evet;11;3;4;80;0;1;5;3;1;0;1;1
33;Evet;Surekli;1076;Arastirma Gelistirme;3;3;Fen;1;702;1;Erkek;70;3;1;Arastirmaci;1;Bekar;3348;3164;1;Y;Evet;11;3;1;80;0;10;3;3;10;8;9;7
35;Hayir;Hic;727;Arastirma Gelistirme;3;3;Fen;1;704;3;Erkek;41;2;1;Lobarant;3;Evli;1281;16900;1;Y;Hayir;18;3;3;80;2;1;3;3;1;0;0;0
23;Hayir;Bazen;885;Arastirma Gelistirme;4;3;Tip;1;705;1;Erkek;58;4;1;Arastirmaci;1;Evli;2819;8544;2;Y;Hayir;16;3;1;80;1;5;3;4;3;2;0;2
25;Hayir;Bazen;810;Satis;8;3;Fen;1;707;4;Erkek;57;4;2;Satis Yoneticisi;2;Evli;4851;15678;0;Y;Hayir;22;4;3;80;1;4;4;3;3;2;1;2
38;Hayir;Bazen;243;Satis;7;4;Pazarlama;1;709;4;Kadin;46;2;2;Satis Yoneticisi;4;Bekar;4028;7791;0;Y;Hayir;20;4;1;80;0;8;2;3;7;7;0;5
29;Hayir;Surekli;806;Arastirma Gelistirme;1;4;Fen;1;710;2;Erkek;76;1;1;Arastirmaci;4;Bosanmis;2720;18959;1;Y;Hayir;18;3;4;80;1;10;5;3;10;7;2;8
48;Hayir;Bazen;817;Satis;2;1;Pazarlama;1;712;2;Erkek;56;4;2;Satis Yoneticisi;2;Evli;8120;18597;3;Y;Hayir;12;3;4;80;0;12;3;3;2;2;2;2
27;Hayir;Surekli;1410;Satis;3;1;Tip;1;714;4;Kadin;71;4;2;Satis Yoneticisi;4;Bosanmis;4647;16673;1;Y;Evet;20;4;2;80;2;6;3;3;6;5;0;4
37;Hayir;Bazen;1225;Arastirma Gelistirme;10;2;Fen;1;715;4;Erkek;80;4;1;Arastirmaci;4;Bekar;4680;15232;3;Y;Hayir;17;3;1;80;0;4;2;3;1;0;0;0
50;Hayir;Bazen;1207;Arastirma Gelistirme;28;1;Tip;1;716;4;Erkek;74;4;1;Lobarant;3;Evli;3221;3297;1;Y;Evet;11;3;3;80;3;20;3;3;20;8;3;8
34;Hayir;Bazen;1442;Arastirma Gelistirme;9;3;Tip;1;717;4;Kadin;46;2;3;Saglik IsleriTemsilcisi;2;Bekar;8621;17654;1;Y;Hayir;14;3;2;80;0;9;3;4;8;7;7;7
24;Evet;Bazen;693;Satis;3;2;Fen;1;720;1;Kadin;65;3;2;Satis Yoneticisi;3;Bekar;4577;24785;9;Y;Hayir;14;3;1;80;0;4;3;3;2;2;2;0
39;Hayir;Bazen;408;Arastirma Gelistirme;2;4;Teknik;1;721;4;Kadin;80;2;2;Saglik IsleriTemsilcisi;3;Bekar;4553;20978;1;Y;Hayir;11;3;1;80;0;20;4;3;20;7;11;10
32;Hayir;Bazen;929;Satis;10;3;Pazarlama;1;722;4;Erkek;55;3;2;Satis Yoneticisi;4;Bekar;5396;21703;1;Y;Hayir;12;3;4;80;0;10;2;2;10;7;0;8
50;Evet;Surekli;562;Satis;8;2;Teknik;1;723;2;Erkek;50;3;2;Satis Yoneticisi;3;Evli;6796;23452;3;Y;Evet;14;3;1;80;1;18;4;3;4;3;1;3
38;Hayir;Bazen;827;Arastirma Gelistirme;1;4;Fen;1;724;2;Kadin;33;4;2;Saglik IsleriTemsilcisi;4;Bekar;7625;19383;0;Y;Hayir;13;3;3;80;0;10;4;2;9;7;1;8
27;Hayir;Bazen;608;Arastirma Gelistirme;1;2;Fen;1;725;3;Kadin;68;3;3;Uretim Direktoru;1;Evli;7412;6009;1;Y;Hayir;11;3;4;80;0;9;3;3;9;7;0;7
32;Hayir;Bazen;1018;Arastirma Gelistirme;3;2;Fen;1;727;3;Kadin;39;3;3;Arastirma Direktoru;4;Bekar;11159;19373;3;Y;Hayir;15;3;4;80;0;10;6;3;7;7;7;7
47;Hayir;Bazen;703;Satis;14;4;Pazarlama;1;728;4;Erkek;42;3;2;Satis Yoneticisi;1;Bekar;4960;11825;2;Y;Hayir;12;3;4;80;0;20;2;3;7;7;1;7
40;Hayir;Surekli;580;Satis;5;4;Fen;1;729;4;Erkek;48;2;3;Satis Yoneticisi;1;Evli;10475;23772;5;Y;Evet;21;4;3;80;1;20;2;3;18;13;1;12
53;Hayir;Bazen;970;Arastirma Gelistirme;7;3;Fen;1;730;3;Erkek;59;4;4;Arastirma Direktoru;3;Evli;14814;13514;3;Y;Hayir;19;3;3;80;0;32;3;3;5;1;1;3
41;Hayir;Bazen;427;Insan Kaynaklari;10;4;Insan Kaynaklari;1;731;2;Erkek;73;2;5;Yonetici;4;Bosanmis;19141;8861;3;Y;Hayir;15;3;2;80;3;23;2;2;21;6;12;6
60;Hayir;Bazen;1179;Satis;16;4;Pazarlama;1;732;1;Erkek;84;3;2;Satis Yoneticisi;1;Bekar;5405;11924;8;Y;Hayir;14;3;4;80;0;10;1;3;2;2;2;2
27;Hayir;Surekli;294;Arastirma Gelistirme;10;2;Fen;1;733;4;Erkek;32;3;3;Uretim Direktoru;1;Bosanmis;8793;4809;1;Y;Hayir;21;4;3;80;2;9;4;2;9;7;1;7
41;Hayir;Bazen;314;Insan Kaynaklari;1;3;Insan Kaynaklari;1;734;4;Erkek;59;2;5;Yonetici;3;Evli;19189;19562;1;Y;Hayir;12;3;2;80;1;22;3;3;22;7;2;10
50;Hayir;Bazen;316;Satis;8;4;Pazarlama;1;738;4;Erkek;54;3;1;Satis Temsilcisi;2;Evli;3875;9983;7;Y;Hayir;15;3;4;80;1;4;2;3;2;2;2;2
28;Evet;Bazen;654;Arastirma Gelistirme;1;2;Fen;1;741;1;Kadin;67;1;1;Arastirmaci;2;Bekar;2216;3872;7;Y;Evet;13;3;4;80;0;10;4;3;7;7;3;7
36;Hayir;Hic;427;Arastirma Gelistirme;8;3;Fen;1;742;1;Kadin;63;4;3;Arastirma Direktoru;1;Evli;11713;20335;9;Y;Hayir;14;3;1;80;1;10;2;3;8;7;0;5
38;Hayir;Bazen;168;Arastirma Gelistirme;1;3;Fen;1;743;3;Kadin;81;3;3;Uretim Direktoru;3;Bekar;7861;15397;4;Y;Evet;14;3;4;80;0;10;4;4;1;0;0;0
44;Hayir;Hic;381;Arastirma Gelistirme;24;3;Tip;1;744;1;Erkek;49;1;1;Lobarant;3;Bekar;3708;2104;2;Y;Hayir;14;3;3;80;0;9;5;3;5;2;1;4
47;Hayir;Surekli;217;Satis;3;3;Tip;1;746;4;Kadin;49;3;4;Satis Yoneticisi;3;Bosanmis;13770;10225;9;Y;Evet;12;3;4;80;2;28;2;2;22;2;11;13
30;Hayir;Bazen;501;Satis;27;5;Pazarlama;1;747;3;Erkek;99;3;2;Satis Yoneticisi;4;Bosanmis;5304;25275;7;Y;Hayir;23;4;4;80;1;10;2;2;8;7;7;7
29;Hayir;Bazen;1396;Satis;10;3;Fen;1;749;3;Erkek;99;3;1;Satis Temsilcisi;3;Bekar;2642;2755;1;Y;Hayir;11;3;3;80;0;1;6;3;1;0;0;0
42;Evet;Surekli;933;Arastirma Gelistirme;19;3;Tip;1;752;3;Erkek;57;4;1;Arastirmaci;3;Bosanmis;2759;20366;6;Y;Evet;12;3;4;80;0;7;2;3;2;2;2;2
43;Hayir;Surekli;775;Satis;15;3;Fen;1;754;4;Erkek;47;2;2;Satis Yoneticisi;4;Evli;6804;23683;3;Y;Hayir;18;3;3;80;1;7;5;3;2;2;2;2
34;Hayir;Bazen;970;Arastirma Gelistirme;8;2;Tip;1;757;2;Kadin;96;3;2;Saglik IsleriTemsilcisi;3;Bekar;6142;7360;3;Y;Hayir;11;3;4;80;0;10;2;3;5;1;4;3
23;Hayir;Bazen;650;Arastirma Gelistirme;9;1;Tip;1;758;2;Erkek;37;3;1;Lobarant;1;Evli;2500;4344;1;Y;Hayir;14;3;4;80;1;5;2;4;4;3;0;2
39;Hayir;Bazen;141;Insan Kaynaklari;3;3;Insan Kaynaklari;1;760;3;Kadin;44;4;2;Insan Kaynaklari;2;Evli;6389;18767;9;Y;Hayir;15;3;3;80;1;12;3;1;8;3;3;6
56;Hayir;Bazen;832;Arastirma Gelistirme;9;3;Tip;1;762;3;Erkek;81;3;4;Saglik IsleriTemsilcisi;4;Evli;11103;20420;7;Y;Hayir;11;3;3;80;0;30;1;2;10;7;1;1
40;Hayir;Bazen;804;Arastirma Gelistirme;2;1;Tip;1;763;4;Kadin;86;2;1;Arastirmaci;4;Bekar;2342;22929;0;Y;Evet;20;4;4;80;0;5;2;2;4;2;2;3
27;Hayir;Bazen;975;Arastirma Gelistirme;7;3;Tip;1;764;4;Kadin;55;2;2;Saglik IsleriTemsilcisi;1;Bekar;6811;23398;8;Y;Hayir;19;3;1;80;0;9;2;1;7;6;0;7
29;Hayir;Bazen;1090;Satis;10;3;Pazarlama;1;766;4;Erkek;83;3;1;Satis Temsilcisi;2;Bosanmis;2297;17967;1;Y;Hayir;14;3;4;80;2;2;2;3;2;2;2;2
53;Hayir;Bazen;346;Arastirma Gelistirme;6;3;Fen;1;769;4;Erkek;86;3;2;Lobarant;4;Bekar;2450;10919;2;Y;Hayir;17;3;4;80;0;19;4;3;2;2;2;2
35;Hayir;Hic;1225;Arastirma Gelistirme;2;4;Fen;1;771;4;Kadin;61;3;2;Saglik IsleriTemsilcisi;1;Bosanmis;5093;4761;2;Y;Hayir;11;3;1;80;1;16;2;4;1;0;0;0
32;Hayir;Surekli;430;Arastirma Gelistirme;24;4;Fen;1;772;1;Erkek;80;3;2;Lobarant;4;Evli;5309;21146;1;Y;Hayir;15;3;4;80;2;10;2;3;10;8;4;7
38;Hayir;Bazen;268;Arastirma Gelistirme;2;5;Tip;1;773;4;Erkek;92;3;1;Arastirmaci;3;Evli;3057;20471;6;Y;Evet;13;3;2;80;1;6;0;1;1;0;0;1
34;Hayir;Bazen;167;Arastirma Gelistirme;8;5;Fen;1;775;2;Kadin;32;3;2;Uretim Direktoru;1;Bosanmis;5121;4187;3;Y;Hayir;14;3;3;80;1;7;3;3;0;0;0;0
52;Hayir;Bazen;621;Satis;3;4;Pazarlama;1;776;3;Erkek;31;2;4;Yonetici;1;Evli;16856;10084;1;Y;Hayir;11;3;1;80;0;34;3;4;34;6;1;16
33;Evet;Bazen;527;Arastirma Gelistirme;1;4;Diger;1;780;4;Erkek;63;3;1;Arastirmaci;4;Bekar;2686;5207;1;Y;Evet;13;3;3;80;0;10;2;2;10;9;7;8
25;Hayir;Bazen;883;Satis;26;1;Tip;1;781;3;Kadin;32;3;2;Satis Yoneticisi;4;Bekar;6180;22807;1;Y;Hayir;23;4;2;80;0;6;5;2;6;5;1;4
45;Hayir;Bazen;954;Satis;2;2;Teknik;1;783;2;Erkek;46;1;2;Satis Temsilcisi;3;Bekar;6632;12388;0;Y;Hayir;13;3;1;80;0;9;3;3;8;7;3;1
23;Hayir;Bazen;310;Arastirma Gelistirme;10;1;Tip;1;784;1;Erkek;79;4;1;Arastirmaci;3;Bekar;3505;19630;1;Y;Hayir;18;3;4;80;0;2;3;3;2;2;0;2
47;Evet;Surekli;719;Satis;27;2;Fen;1;785;2;Kadin;77;4;2;Satis Yoneticisi;3;Bekar;6397;10339;4;Y;Evet;12;3;4;80;0;8;2;3;5;4;1;3
34;Hayir;Bazen;304;Satis;2;3;Diger;1;786;4;Erkek;60;3;2;Satis Yoneticisi;4;Bekar;6274;18686;1;Y;Hayir;22;4;3;80;0;6;5;3;6;5;1;4
55;Evet;Bazen;725;Arastirma Gelistirme;2;3;Tip;1;787;4;Erkek;78;3;5;Yonetici;1;Evli;19859;21199;5;Y;Evet;13;3;4;80;1;24;2;3;5;2;1;4
36;Hayir;Hic;1434;Satis;8;4;Fen;1;789;1;Erkek;76;2;3;Satis Yoneticisi;1;Bekar;7587;14229;1;Y;Hayir;15;3;2;80;0;10;1;3;10;7;0;9
52;Hayir;Hic;715;Arastirma Gelistirme;19;4;Tip;1;791;4;Erkek;41;3;1;Arastirmaci;4;Evli;4258;26589;0;Y;Hayir;18;3;1;80;1;5;3;3;4;3;1;2
26;Hayir;Surekli;575;Arastirma Gelistirme;1;2;Fen;1;792;1;Kadin;71;1;1;Lobarant;4;Bosanmis;4364;5288;3;Y;Hayir;14;3;1;80;1;5;2;3;2;2;2;0
29;Hayir;Bazen;657;Arastirma Gelistirme;27;3;Tip;1;793;2;Kadin;66;3;2;Saglik IsleriTemsilcisi;3;Evli;4335;25549;4;Y;Hayir;12;3;1;80;1;11;3;2;8;7;1;1
26;Evet;Bazen;1146;Satis;8;3;Teknik;1;796;4;Erkek;38;2;2;Satis Yoneticisi;1;Bekar;5326;3064;6;Y;Hayir;17;3;3;80;0;6;2;2;4;3;1;2
34;Hayir;Bazen;182;Arastirma Gelistirme;1;4;Fen;1;797;2;Kadin;72;4;1;Arastirmaci;4;Bekar;3280;13551;2;Y;Hayir;16;3;3;80;0;10;2;3;4;2;1;3
54;Hayir;Bazen;376;Arastirma Gelistirme;19;4;Tip;1;799;4;Kadin;95;3;2;Uretim Direktoru;1;Bosanmis;5485;22670;9;Y;Evet;11;3;2;80;2;9;4;3;5;3;1;4
27;Hayir;Surekli;829;Satis;8;1;Pazarlama;1;800;3;Erkek;84;3;2;Satis Yoneticisi;4;Evli;4342;24008;0;Y;Hayir;19;3;2;80;1;5;3;3;4;2;1;1
37;Hayir;Bazen;571;Arastirma Gelistirme;10;1;Fen;1;802;4;Kadin;82;3;1;Arastirmaci;1;Bosanmis;2782;19905;0;Y;Evet;13;3;2;80;2;6;3;2;5;3;4;3
38;Hayir;Surekli;240;Arastirma Gelistirme;2;4;Fen;1;803;1;Kadin;75;4;2;Uretim Direktoru;1;Bekar;5980;26085;6;Y;Evet;12;3;4;80;0;17;2;3;15;7;4;12
34;Hayir;Bazen;121;Arastirma Gelistirme;2;4;Tip;1;804;3;Kadin;86;2;1;Arastirmaci;1;Bekar;4381;7530;1;Y;Hayir;11;3;3;80;0;6;3;3;6;5;1;3
35;Hayir;Bazen;384;Satis;8;4;Fen;1;805;1;Kadin;72;3;1;Satis Temsilcisi;4;Evli;2572;20317;1;Y;Hayir;16;3;2;80;1;3;1;2;3;2;0;2
30;Hayir;Bazen;921;Arastirma Gelistirme;1;3;Fen;1;806;4;Erkek;38;1;1;Lobarant;3;Evli;3833;24375;3;Y;Hayir;21;4;3;80;2;7;2;3;2;2;0;2
40;Hayir;Surekli;791;Arastirma Gelistirme;2;2;Tip;1;807;3;Kadin;38;4;2;Saglik IsleriTemsilcisi;2;Evli;4244;9931;1;Y;Hayir;24;4;4;80;1;8;2;3;8;7;3;7
34;Hayir;Bazen;1111;Satis;8;2;Fen;1;808;3;Kadin;93;3;2;Satis Yoneticisi;1;Evli;6500;13305;5;Y;Hayir;17;3;2;80;1;6;1;3;3;2;1;2
42;Hayir;Surekli;570;Arastirma Gelistirme;8;3;Fen;1;809;2;Erkek;66;3;5;Yonetici;4;Bosanmis;18430;16225;1;Y;Hayir;13;3;2;80;1;24;4;2;24;7;14;9
23;Evet;Bazen;1243;Arastirma Gelistirme;6;3;Fen;1;811;3;Erkek;63;4;1;Lobarant;1;Evli;1601;3445;1;Y;Evet;21;4;3;80;2;1;2;3;0;0;0;0
24;Hayir;Hic;1092;Arastirma Gelistirme;9;3;Fen;1;812;3;Erkek;60;2;1;Lobarant;2;Bosanmis;2694;26551;1;Y;Hayir;11;3;3;80;3;1;4;3;1;0;0;0
52;Hayir;Bazen;1325;Arastirma Gelistirme;11;4;Fen;1;813;4;Kadin;82;3;2;Lobarant;3;Evli;3149;21821;8;Y;Hayir;20;4;2;80;1;9;3;3;5;2;1;4
50;Hayir;Bazen;691;Arastirma Gelistirme;2;3;Tip;1;815;3;Erkek;64;3;4;Arastirma Direktoru;3;Evli;17639;6881;5;Y;Hayir;16;3;4;80;0;30;3;3;4;3;0;3
29;Evet;Bazen;805;Arastirma Gelistirme;1;2;Fen;1;816;2;Kadin;36;2;1;Lobarant;1;Evli;2319;6689;1;Y;Evet;11;3;4;80;1;1;1;3;1;0;0;0
33;Hayir;Bazen;213;Arastirma Gelistirme;7;3;Tip;1;817;3;Erkek;49;3;3;Arastirma Direktoru;3;Evli;11691;25995;0;Y;Hayir;11;3;4;80;0;14;3;4;13;9;3;7
33;Evet;Bazen;118;Satis;16;3;Pazarlama;1;819;1;Kadin;69;3;2;Satis Yoneticisi;1;Bekar;5324;26507;5;Y;Hayir;15;3;3;80;0;6;3;3;3;2;0;2
47;Hayir;Bazen;202;Arastirma Gelistirme;2;2;Diger;1;820;3;Kadin;33;3;4;Yonetici;4;Evli;16752;12982;1;Y;Evet;11;3;3;80;1;26;3;2;26;14;3;0
36;Hayir;Bazen;676;Arastirma Gelistirme;1;3;Diger;1;823;3;Kadin;35;3;2;Uretim Direktoru;2;Evli;5228;23361;0;Y;Hayir;15;3;1;80;1;10;2;3;9;7;0;5
29;Hayir;Bazen;1252;Arastirma Gelistirme;23;2;Fen;1;824;3;Erkek;81;4;1;Arastirmaci;3;Evli;2700;23779;1;Y;Hayir;24;4;3;80;1;10;3;3;10;7;0;7
58;Evet;Bazen;286;Arastirma Gelistirme;2;4;Fen;1;825;4;Erkek;31;3;5;Arastirma Direktoru;2;Bekar;19246;25761;7;Y;Evet;12;3;4;80;0;40;2;3;31;15;13;8
35;Hayir;Bazen;1258;Arastirma Gelistirme;1;4;Fen;1;826;4;Kadin;40;4;1;Arastirmaci;3;Bekar;2506;13301;3;Y;Hayir;13;3;3;80;0;7;0;3;2;2;2;2
42;Hayir;Bazen;932;Arastirma Gelistirme;1;2;Fen;1;827;4;Kadin;43;2;2;Uretim Direktoru;4;Evli;6062;4051;9;Y;Evet;13;3;4;80;1;8;4;3;4;3;0;2
28;Evet;Bazen;890;Arastirma Gelistirme;2;4;Tip;1;828;3;Erkek;46;3;1;Arastirmaci;3;Bekar;4382;16374;6;Y;Hayir;17;3;4;80;0;5;3;2;2;2;2;1
36;Hayir;Bazen;1041;Insan Kaynaklari;13;3;Insan Kaynaklari;1;829;3;Erkek;36;3;1;Insan Kaynaklari;2;Evli;2143;25527;4;Y;Hayir;13;3;2;80;1;8;2;3;5;2;0;4
32;Hayir;Bazen;859;Arastirma Gelistirme;4;3;Fen;1;830;3;Kadin;98;2;2;Uretim Direktoru;3;Evli;6162;19124;1;Y;Hayir;12;3;3;80;1;14;3;3;14;13;6;8
40;Hayir;Surekli;720;Arastirma Gelistirme;16;4;Tip;1;832;1;Erkek;51;2;2;Lobarant;3;Bekar;5094;11983;6;Y;Hayir;14;3;4;80;0;10;6;3;1;0;0;0
30;Hayir;Bazen;946;Arastirma Gelistirme;2;3;Tip;1;833;3;Kadin;52;2;2;Uretim Direktoru;4;Bekar;6877;20234;5;Y;Evet;24;4;2;80;0;12;4;2;0;0;0;0
45;Hayir;Bazen;252;Arastirma Gelistirme;2;3;Fen;1;834;2;Kadin;95;2;1;Arastirmaci;3;Bekar;2274;6153;1;Y;Hayir;14;3;4;80;0;1;3;3;1;0;0;0
42;Hayir;Bazen;933;Arastirma Gelistirme;29;3;Fen;1;836;2;Erkek;98;3;2;Uretim Direktoru;2;Evli;4434;11806;1;Y;Hayir;13;3;4;80;1;10;3;2;9;8;7;8
38;Hayir;Surekli;471;Arastirma Gelistirme;12;3;Fen;1;837;1;Erkek;45;2;2;Saglik IsleriTemsilcisi;1;Bosanmis;6288;4284;2;Y;Hayir;15;3;3;80;1;13;3;2;4;3;1;2
